Scr_bytes	Dst_host_srv_rerror_rate	label
417	0.0	0
0	0.0	1
0	1.0	1
1830	0.0	0
276	0.0	0
0	0.0	1
0	0.0	1
0	1.0	1
199	0.0	0
0	0.0	1
153	0.0	0
0	0.0	1
242	0.0	0
220	0.0	0
252	0.0	0
222	0.0	0
314	0.0	0
46	0.0	0
42	0.0	0
0	0.0	1
44	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
233	0.05	0
203	0.0	0
253	0.0	0
0	0.0	1
0	0.0	1
241	0.0	0
1032	0.0	1
2069	0.0	0
1277	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
45	0.0	0
0	0.0	1
247	0.01	0
1085	0.0	0
0	0.0	1
325	0.0	0
1030	0.0	0
0	1.0	1
0	0.0	1
0	1.0	1
235	0.0	0
310	0.0	0
199	0.01	0
321	0.0	0
0	0.12	0
0	0.0	1
214	0.0	0
183	0.0	0
190	0.0	0
0	0.0	1
1715	0.0	0
201	0.0	0
3130	0.03	0
210	0.0	0
0	0.0	1
973	0.0	0
105	0.0	0
0	0.0	1
0	1.0	1
232	0.0	0
0	0.0	1
206	0.0	0
45	0.0	0
0	0.0	1
0	0.0	1
1032	0.0	1
151	0.0	0
44	0.0	0
621	0.0	0
3690	0.0	0
211	0.0	0
383	0.0	0
0	0.0	1
0	1.0	0
280	0.0	0
0	0.0	1
295	0.0	0
42	0.0	0
0	0.0	1
231	0.0	0
45	0.0	0
198	0.8	0
223	0.0	0
233	0.0	0
183	0.0	0
1275	0.0	0
201	0.0	0
231	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
40494	0.0	0
215	0.0	0
0	0.0	1
0	1.0	1
293	0.0	0
0	0.0	1
0	0.0	1
147	0.0	0
0	0.0	1
0	0.0	1
1032	0.0	1
0	0.0	1
0	0.0	1
369	0.0	0
208	0.0	0
790	0.83	0
216	0.0	0
35	0.0	0
0	1.0	1
0	0.0	1
8737	0.0	0
184	0.0	0
0	0.0	1
0	0.0	1
4539	0.0	0
42	0.0	0
231	0.0	0
223	0.02	0
1092	0.0	0
221	0.0	0
304	0.0	0
520	0.0	1
0	0.0	1
0	0.0	1
12	0.0	0
46	0.0	0
239	0.0	0
145	0.0	0
338	0.0	0
301	0.0	0
301	0.0	0
0	0.0	1
37	0.0	0
0	0.0	1
207	0.0	0
335	0.0	0
44	0.0	0
0	0.0	1
0	0.0	1
0	1.0	0
0	0.0	1
153	0.0	0
150	0.0	0
984	0.0	0
0	0.0	1
44	0.0	0
54540	0.32	1
9086	0.0	0
1032	0.0	1
1072	0.0	0
306	0.0	0
218	0.0	0
0	0.0	1
740	0.0	0
323	0.0	0
146	0.0	0
0	1.0	1
45	0.0	0
45	0.0	0
222	0.0	0
258	0.0	0
280	0.0	0
228	0.0	0
991	0.0	0
0	0.0	1
0	0.0	1
105	0.0	0
0	0.0	1
132	0.0	0
1203	0.0	0
0	0.0	1
33	0.0	0
208	0.0	0
0	0.0	1
310	0.0	0
147	0.0	0
300	0.0	0
162	0.0	0
1032	0.0	1
43	0.0	0
1682	0.0	0
223	0.0	0
236	0.0	0
373	0.0	0
165	0.01	0
0	0.0	1
1684	0.0	0
0	0.0	1
218	0.0	0
43	0.0	0
270	0.0	0
307	0.0	0
0	1.0	1
349	0.0	0
46	0.0	0
214	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
1243	0.0	0
310	0.02	0
0	0.0	1
42	0.0	0
0	0.0	1
288	0.0	0
193	0.0	0
222	0.0	0
196	0.0	0
255	0.0	0
10073	0.0	0
0	0.0	1
14	0.0	0
277	0.0	0
43	0.0	0
43	0.0	0
252	0.0	0
105	0.0	0
44	0.0	0
0	1.0	1
520	0.0	1
0	0.0	1
0	0.0	1
146	0.0	0
332	0.0	0
328	0.0	0
245	0.0	0
300	0.0	0
9	0.0	0
200	0.0	0
246	0.0	0
0	0.0	1
300	0.0	0
0	0.0	1
250728	0.0	0
265	0.01	0
0	1.0	1
88382	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
46	0.0	0
0	0.0	1
319	0.0	0
13	0.0	0
229	0.0	0
44	0.0	0
214	0.0	0
250	0.0	0
1032	0.0	1
204	0.0	0
348	0.0	0
0	0.0	1
146	0.0	0
212	0.0	0
217	0.0	0
0	0.0	1
0	0.0	1
607	0.0	0
30	0.0	0
44	0.0	0
307	0.0	0
0	0.0	1
42	0.0	0
0	0.0	1
0	0.0	1
226	0.0	0
0	0.0	1
501760	0.0	0
0	0.72	0
147	0.0	0
0	0.0	1
147	0.0	0
0	0.0	1
0	0.0	1
0	1.0	1
0	0.0	1
293	0.0	0
0	0.0	1
338	0.0	0
0	0.0	1
42	0.0	0
0	0.0	1
1650	0.0	0
142	0.0	0
105	0.0	0
44	0.0	0
326	0.0	0
0	0.0	1
0	0.0	1
259	0.0	0
0	0.0	1
0	1.0	1
219	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
0	0.0	1
0	1.0	1
241	0.03	0
45	0.0	0
3178	0.0	0
1699	0.0	0
0	0.0	1
45	0.0	0
1216	0.0	0
0	0.0	1
0	0.0	1
1475	0.0	0
0	0.0	1
1032	0.0	1
348	0.0	0
309	0.0	0
291	0.0	0
0	0.0	1
0	0.0	1
30	0.0	0
64	0.0	0
222	0.0	0
0	0.0	1
0	0.0	1
0	1.0	1
0	0.0	1
3133	0.0	0
0	0.0	1
0	1.0	1
0	0.0	1
1267	0.0	0
520	0.0	1
147	0.0	0
0	0.0	1
7196	0.0	0
222	0.0	0
105	0.0	0
44	0.0	0
342	0.0	0
214	0.0	0
0	0.0	1
1032	0.0	1
0	0.0	1
0	0.0	1
243	0.0	0
0	1.0	1
234	0.06	0
245	0.0	0
7422	0.0	0
0	0.0	1
298	0.0	0
44	0.0	0
249	0.0	0
0	0.0	1
0	0.0	1
253	0.0	0
263	0.0	0
6601	0.0	0
1032	0.0	1
0	0.0	1
255	0.0	0
0	0.0	1
204	0.0	0
0	1.0	1
287	0.0	0
235	0.0	0
0	1.0	1
35195	0.0	0
42	0.0	0
198	0.0	0
0	1.0	0
0	0.0	1
45	0.0	0
216	0.0	0
0	0.0	1
162	0.0	0
237	0.0	0
332	0.0	0
0	0.04	0
0	0.0	1
0	0.0	1
903	0.0	0
0	0.0	1
178	0.0	0
1414	0.0	0
1032	0.0	1
0	0.0	1
228	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
203	0.0	0
43	0.0	0
0	0.0	1
234	0.0	0
496	0.0	0
43	0.0	0
0	0.0	1
46	0.0	0
320	0.0	0
0	1.0	1
304	0.0	0
196	0.0	0
0	0.0	1
443	0.0	0
6601	0.0	0
217	0.04	0
0	0.0	1
0	0.0	1
180	0.0	0
153	0.1	0
0	0.0	1
383	0.0	0
0	0.0	1
1470	0.0	0
259	0.0	0
926	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
42	0.0	0
41	0.0	0
54540	0.03	1
1032	0.0	1
248	0.0	0
315	0.0	0
46	0.0	0
0	1.0	1
293	0.0	0
190	0.0	0
106	0.0	0
637	0.0	0
227	0.65	0
1613	0.0	0
293	0.0	0
977	0.0	0
0	1.0	1
198	0.0	0
163	0.0	0
206	0.0	0
44	0.0	0
0	0.0	1
231	0.0	0
1032	0.0	1
19	0.0	0
0	0.0	1
302	0.0	0
0	0.0	1
234	0.0	0
30	0.0	0
0	0.0	1
641	0.0	0
199	0.02	0
1032	0.0	1
276	0.0	0
249	0.0	0
0	0.0	1
967	0.04	0
105	0.0	0
243	0.0	0
10073	0.0	0
0	0.0	1
95	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
0	1.0	1
0	0.0	1
0	1.0	0
0	0.0	1
0	0.0	1
188	0.0	0
44	0.0	0
338	0.0	0
300	0.0	0
269	0.01	0
240	0.0	0
208	0.0	0
22	0.0	0
0	0.0	1
0	0.0	1
236	0.0	0
0	0.0	1
0	1.0	1
520	0.0	1
0	0.0	1
0	0.0	1
0	0.0	1
0	1.0	1
0	1.0	1
186	0.0	0
0	0.0	1
0	0.99	0
205	0.0	0
0	0.0	1
1032	0.0	1
0	0.0	1
327	0.0	0
297	0.0	0
42	0.0	0
0	0.0	1
0	0.0	1
0	1.0	1
0	0.0	1
217	0.0	0
297	0.0	0
0	0.0	1
520	0.0	1
748	0.0	0
0	0.0	1
183	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
0	1.0	1
0	0.0	1
261	0.0	0
64	0.0	0
214	0.0	0
0	0.0	1
251	0.0	0
105	0.0	0
0	0.0	1
28	0.0	1
0	1.0	1
240	0.0	0
0	0.0	1
0	0.98	0
520	0.0	1
655	0.0	0
211	0.0	0
0	1.0	1
0	1.0	1
0	0.0	1
255	0.0	0
0	1.0	1
0	0.0	1
0	0.0	1
48	0.0	0
223	0.0	0
185	0.0	0
0	1.0	1
17	0.0	0
306	0.0	0
681	0.0	0
0	0.0	1
42	0.0	0
30	0.0	0
318	0.0	0
12399	0.0	0
43	0.0	0
0	0.0	1
342	0.0	0
204	0.0	0
214	0.0	0
762	0.0	0
146	0.0	0
282	0.0	0
5319	0.0	0
179	0.0	0
45	0.0	0
54540	0.01	1
0	0.0	1
0	0.0	1
0	0.04	0
567	0.0	0
1087	0.0	0
0	0.0	1
146	0.0	0
319	0.0	0
140	0.0	0
0	0.0	1
48	0.0	0
216	0.0	0
1261	0.0	0
2194619	0.0	0
44	0.0	0
358	0.0	0
359	0.0	0
0	0.0	1
0	0.0	1
219	0.0	0
324	0.01	0
516	0.0	0
1015	0.0	0
0	0.0	1
0	0.67	0
0	0.0	1
30	0.0	0
199	0.0	0
43	0.0	0
257	0.0	0
0	0.0	1
0	0.0	0
255	0.0	0
273	0.0	0
6932	0.0	0
235	0.04	0
0	0.0	1
0	0.0	1
520	0.0	1
44	0.0	0
1032	0.0	1
13	0.0	0
0	1.0	1
0	0.0	1
236	0.0	0
2045	0.0	0
255	0.0	0
28	0.0	1
246	0.0	0
1833	0.0	0
192	0.0	0
194	0.0	0
0	0.0	1
0	0.0	1
201	0.0	0
223	0.0	0
202	0.03	0
1032	0.0	1
0	0.0	1
0	1.0	1
44	0.0	0
1032	0.0	1
322	0.0	0
71	0.0	0
0	1.0	1
0	0.0	1
0	0.0	1
238	0.0	0
0	0.0	1
28	0.0	1
0	0.0	1
0	1.0	1
0	0.0	1
222	0.0	0
0	0.0	1
335	0.0	0
0	0.0	1
243	0.0	0
252	0.02	0
0	0.0	1
330	0.0	0
282	0.01	0
0	0.0	1
205	0.0	0
322	0.0	0
0	1.0	1
229	0.0	0
0	0.0	1
3775	0.0	0
295	0.0	0
200	0.0	0
0	0.0	1
45	0.0	0
0	0.0	1
0	0.0	1
46	0.0	0
204	0.0	0
0	1.0	1
0	1.0	0
0	0.0	1
0	1.0	1
182	0.0	0
335	0.0	0
0	0.0	1
211	0.0	0
0	1.0	1
4756	0.0	0
0	0.0	1
346	0.0	0
42	0.0	0
240	0.0	0
520	0.0	1
28	0.0	1
0	0.0	1
0	0.0	1
516	0.0	0
0	0.75	0
10	0.0	0
237	0.0	0
0	0.0	1
290	0.0	0
0	0.0	1
240	0.0	0
230	0.02	0
0	0.99	0
0	0.0	1
0	0.0	1
0	0.0	1
5558	0.0	0
1124	0.0	0
0	0.0	1
145	0.0	0
35	0.0	0
45	0.0	0
327	0.0	0
146	0.0	0
0	0.0	1
0	0.0	1
223	0.0	0
48	0.0	0
237	0.0	0
0	0.0	1
237	0.0	0
44	0.0	0
0	0.0	1
243	0.0	0
0	0.0	1
344	0.0	0
0	0.0	1
0	1.0	1
276	0.0	0
299	0.0	0
307	0.0	0
54540	0.05	1
43	0.0	0
46	0.0	0
0	0.0	1
301	0.0	0
0	0.0	1
318	0.0	0
0	0.0	1
291	0.0	0
0	0.0	1
310	0.0	0
0	0.0	1
224	0.0	0
0	0.0	1
42	0.0	0
30	0.0	0
275	0.0	0
45	0.0	0
1322	0.0	0
297	0.0	0
174	0.0	0
0	0.99	0
0	0.0	1
273	0.0	0
7	0.0	0
0	0.0	1
0	0.0	1
0	1.0	0
279	0.0	0
0	0.0	1
0	0.0	1
258	0.0	0
0	1.0	0
516	0.0	0
282	0.0	0
212	0.0	0
146	0.0	0
272	0.0	0
205	0.0	0
294	0.0	0
0	0.98	0
340	0.0	0
235	0.0	0
0	1.0	1
0	0.0	1
0	0.0	1
57763	0.0	0
0	0.0	1
0	0.0	1
749	0.0	0
681	0.0	0
390	0.0	0
0	0.0	1
285	0.0	0
0	0.0	1
285	0.0	0
0	0.0	1
293	0.0	0
9	0.0	0
222	0.03	0
181	0.0	0
329	0.0	0
154	0.0	0
0	0.0	1
0	0.0	1
318	0.02	0
43	0.0	0
0	0.0	1
0	0.0	1
0	1.0	1
15722	0.0	0
1066	0.0	0
1342	0.0	0
0	1.0	1
290	0.0	0
230	0.0	0
0	0.0	1
147	0.0	0
1277	0.0	0
0	1.0	1
1461	0.0	0
26408	0.0	0
29	0.0	0
1406	0.0	0
324	0.0	0
0	0.0	1
187	0.0	0
1032	0.0	1
209	0.0	0
182	0.0	0
225	0.0	0
0	0.0	1
0	0.0	1
54540	0.05	1
208	0.0	0
0	0.0	1
297	0.0	0
297	0.0	0
49	0.0	0
0	0.0	1
748	0.0	0
1931	0.0	0
217	0.0	0
1142	0.0	0
0	0.0	1
46	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
1032	0.0	1
263	0.01	0
215	0.0	0
286	0.0	0
313	0.0	0
0	0.0	1
0	0.89	0
78	0.0	0
1325	0.0	0
0	0.0	1
0	0.0	1
284	0.01	0
311	0.0	0
1032	0.0	1
955	0.0	0
0	0.0	1
336	0.0	0
0	0.0	1
280	0.0	0
285	0.0	0
289	0.0	0
0	0.0	1
145	0.0	0
54540	0.03	1
0	0.0	1
0	0.0	1
0	0.0	1
238	0.0	0
214	0.0	0
0	0.0	1
0	0.0	1
311	0.0	0
365	0.0	0
0	0.0	1
0	0.0	1
0	1.0	1
45	0.0	0
0	1.0	1
324	0.0	0
321	0.0	0
314	0.0	0
245	0.0	0
0	0.0	1
36	0.0	0
650	0.0	0
294	0.0	0
0	0.0	1
253	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
0	0.0	1
0	0.0	1
0	0.0	1
28	0.0	1
243	0.0	0
192	0.0	0
279	0.0	0
292	0.0	0
0	1.0	1
251	0.0	0
0	0.0	1
54540	0.03	1
0	0.0	1
0	0.0	1
207	0.0	0
324	0.8	0
251	0.0	0
231	0.0	0
256	0.0	0
0	0.0	1
233	0.01	0
0	1.0	0
0	0.0	1
0	0.98	0
343	0.0	0
1117	0.0	0
0	0.0	1
216	0.0	0
536	0.0	0
0	1.0	0
341	0.0	0
46	0.0	0
0	0.0	1
41	0.0	0
327	0.0	0
347	0.0	0
272	0.0	0
977	0.0	0
267	0.0	0
244	0.0	0
3057	0.0	0
0	0.0	1
0	0.0	1
2299	0.0	0
0	0.0	1
0	0.0	1
0	1.0	1
0	1.0	1
229	0.0	0
0	0.67	0
231	0.0	0
263	0.0	0
0	0.0	1
0	0.0	1
42	0.0	0
339	0.0	0
0	1.0	1
0	0.0	1
0	0.0	1
330	0.0	0
0	1.0	1
318	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
1087	0.0	0
0	0.0	1
0	1.0	1
146	0.0	0
64	0.0	0
45	0.0	0
0	1.0	1
324	0.0	0
0	0.0	1
761	0.0	0
0	0.0	1
1540	0.0	0
0	0.0	1
232	0.0	0
0	0.0	1
302	0.0	0
0	0.0	1
0	0.0	1
71	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
0	0.0	1
350	0.0	0
0	0.0	1
520	0.0	1
0	0.0	1
221	0.0	0
0	0.0	1
42	0.0	0
332	0.14	0
244	0.0	0
0	0.0	1
147	0.0	0
0	1.0	1
0	0.0	1
0	0.0	1
0	0.0	1
43	0.0	0
258	0.0	0
202	0.0	0
311	0.0	0
247	0.0	0
172	0.0	0
321	0.0	0
0	1.0	0
0	0.0	1
0	1.0	0
66	0.0	0
0	1.0	1
0	0.0	1
9	0.0	0
1032	0.0	1
230	0.0	0
0	1.0	1
0	0.0	1
0	1.0	1
0	0.0	1
0	1.0	1
0	0.0	1
327	0.0	0
520	0.0	1
0	1.0	1
0	0.0	1
0	0.0	1
5336	0.0	0
0	0.0	1
245	0.0	0
299	0.0	0
0	0.0	1
95	0.0	0
0	0.0	1
739	0.0	0
0	0.0	1
237	0.0	0
42	0.0	0
0	0.0	1
14	0.0	0
0	1.0	1
0	1.0	1
0	0.0	1
218	0.0	0
1032	0.0	1
215	0.0	0
0	0.0	1
233	0.0	0
174	0.0	0
272	0.0	0
43	0.0	0
208	0.0	0
0	0.0	1
288	0.0	0
0	1.0	1
0	0.0	1
0	1.0	1
300	0.0	0
0	0.0	1
28	0.0	1
319	0.0	0
0	1.0	1
28	0.0	1
46	0.0	0
0	0.0	1
1463	0.0	0
0	0.0	1
0	0.0	1
215	0.0	0
0	0.98	0
0	0.0	1
0	0.0	1
0	0.0	1
0	0.0	1
225	0.0	0
237	0.0	0
295	0.0	0
0	1.0	1
28	0.0	1
359	0.92	0
0	0.01	0
280	0.0	0
0	0.0	1
331	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
1378	0.0	0
296	0.0	0
44	0.0	0
0	0.0	1
234	0.0	0
12324	0.0	0
0	0.0	1
0	0.0	1
0	1.0	1
0	0.0	1
227	0.0	0
0	0.0	1
249	0.0	0
46	0.0	0
0	0.0	1
44	0.0	0
0	0.0	1
231	0.0	0
0	0.0	1
37	0.0	0
0	1.0	0
0	0.0	1
0	0.0	1
918	0.0	0
0	0.0	1
245	0.0	0
1032	0.0	1
0	0.0	0
229	0.0	0
0	0.0	1
0	0.0	1
0	1.0	1
0	0.0	1
3245	0.0	0
0	0.0	1
0	0.0	1
228	0.0	0
0	0.0	1
146	0.0	0
1284	0.0	0
213	0.0	0
0	1.0	1
223	0.0	0
0	1.0	1
0	0.0	1
0	1.0	1
147	0.0	0
224	0.0	0
0	0.0	1
54540	0.19	1
0	0.0	1
0	1.0	1
2073	0.0	0
303	0.0	0
295	0.0	0
302	0.0	0
299	0.0	0
0	0.0	1
0	1.0	0
30	0.0	0
0	0.0	1
0	0.0	1
127	0.0	0
305	0.0	0
352	0.0	0
0	0.0	1
214	0.0	0
326	0.0	0
383	0.0	0
0	0.0	1
327	0.0	0
276	0.0	0
0	0.0	1
178	0.0	0
0	1.0	1
147	0.0	0
44	0.0	0
1032	0.0	1
188	0.0	0
248	0.0	0
207	0.0	0
1374	0.0	0
44	0.0	0
0	1.0	0
376	0.0	0
1032	0.0	1
7	0.0	0
230	0.0	0
295	0.0	0
0	0.0	1
314	0.11	0
0	0.0	1
641	0.0	0
0	1.0	0
213	0.0	0
105	0.0	0
348	0.0	0
183	0.0	0
392	0.0	0
217	0.0	0
555	0.0	0
28	0.0	1
270	0.0	0
307	0.0	0
0	0.0	1
248	0.0	0
352	0.0	0
54540	0.05	1
0	0.0	1
147	0.0	0
0	0.0	1
286	0.0	0
237	0.0	0
0	1.0	1
46	0.0	0
0	0.0	1
230	0.0	0
241	0.0	0
0	0.0	1
1724	0.0	0
44	0.0	0
0	0.0	1
287	0.0	0
0	0.0	1
104	0.0	0
196	0.0	0
0	0.0	1
252	0.0	0
44	0.0	0
0	0.0	1
854	0.0	0
8766	0.0	0
0	0.0	1
35195	0.0	0
372	0.0	0
0	1.0	0
0	0.0	1
223	0.0	0
34	0.0	0
224	0.0	0
984	0.0	0
9	0.0	0
278	0.0	0
12	0.0	0
44	0.0	0
290	0.0	0
266	0.0	0
234	0.0	0
43	0.0	0
339	0.0	0
0	0.0	1
11	0.0	0
0	0.0	1
294	0.0	0
255	0.0	0
0	0.0	1
231	0.0	0
224	0.0	0
0	0.0	1
0	0.0	1
2155	0.0	0
221	0.0	0
237	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
0	0.0	1
171	0.0	0
46	0.0	0
45	0.0	0
932	0.0	0
0	0.0	1
1032	0.0	1
0	0.0	1
1032	0.0	1
0	0.0	1
0	1.0	1
261	0.0	0
520	0.0	1
1216	0.0	0
0	1.0	1
214	0.0	0
0	0.0	1
184	0.0	0
2025	0.0	0
0	1.0	1
45	0.0	0
270	0.0	0
0	0.0	1
531	0.0	0
212	0.0	0
205	0.0	0
306	0.0	0
45	0.0	0
0	1.0	1
0	0.0	1
0	0.0	1
1032	0.0	1
0	0.0	1
305	0.0	0
203	0.0	0
827	0.0	0
212	0.0	0
195	0.0	0
343	0.0	0
14052	0.0	0
0	0.0	1
256	0.0	0
249	0.0	0
1032	0.0	1
0	0.0	1
0	0.0	1
198	0.0	0
0	0.0	1
295	0.0	0
288	0.0	0
282	0.0	0
204	0.0	0
336	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
0	0.0	1
0	0.0	1
190	0.0	0
0	0.0	1
0	1.0	1
0	0.0	1
6062	0.0	0
0	0.0	1
0	1.0	0
0	0.81	0
0	1.0	1
182	0.0	0
44	0.0	0
281	0.0	0
0	0.0	1
3888	0.0	0
1339	0.0	0
344	0.0	0
42	0.0	0
216	0.0	0
218	0.02	0
1335	0.0	0
357	0.0	0
3049	0.0	0
298	0.0	0
215	0.0	0
251	0.0	0
43	0.0	0
322	0.0	0
0	1.0	1
317	0.0	0
0	0.0	1
315	0.0	0
204	0.0	0
0	0.0	1
0	0.0	1
252	0.0	0
332	0.0	0
0	1.0	1
0	0.0	1
206	0.0	0
1032	0.0	1
0	0.0	1
520	0.0	1
282	0.0	0
248	0.0	0
324	0.0	0
213	0.0	0
15722	0.0	0
221	0.0	0
187	0.01	0
147	0.0	0
44	0.0	0
286	0.0	0
314	0.0	0
146	0.0	0
1517	0.0	0
209	0.0	0
252	0.0	0
237	0.0	0
803	0.0	0
1032	0.0	1
0	0.0	1
0	0.0	1
0	0.0	1
316	0.01	0
325	0.0	0
0	0.0	1
0	0.0	1
324	0.0	0
218	0.0	0
0	1.0	1
0	1.0	0
54540	0.05	1
12	0.0	0
0	0.0	1
1032	0.0	1
0	0.0	1
244	0.0	0
147	0.0	0
351	0.0	0
0	0.0	1
46	0.0	0
0	0.0	1
0	0.0	1
237	0.0	0
220	0.0	0
0	0.0	1
85	0.0	0
748	0.0	0
253	0.0	0
231	0.0	0
6601	0.0	0
0	1.0	1
221	0.0	0
0	0.0	1
204	0.0	0
0	0.0	1
59	0.0	0
340	0.0	0
330	0.0	0
0	0.0	1
43	0.0	0
0	0.0	1
54540	0.01	1
286	0.0	0
733	0.0	0
1032	0.0	1
256	0.0	0
0	0.0	1
318	0.0	0
45	0.0	0
0	0.0	1
0	0.0	1
339	0.0	0
7012	0.0	0
247	0.42	0
44	0.0	0
0	1.0	0
4813	0.0	0
0	0.0	1
59	0.0	0
223	0.0	0
286	0.0	0
11981	0.0	0
1905	0.0	0
30	0.0	0
105	0.0	0
46	0.0	0
0	0.0	1
54540	0.08	1
160	0.0	0
0	0.0	1
210	0.0	0
617	0.0	0
0	0.0	0
217	0.0	0
0	0.0	1
1699	0.0	0
207	0.0	0
198	0.0	0
0	1.0	1
0	0.0	1
342	0.0	0
147	0.0	0
1032	0.0	1
210	0.0	0
2194619	0.0	0
245	0.0	0
0	0.0	1
200	0.0	0
245	0.0	0
0	0.0	1
226	0.0	0
45	0.0	0
0	1.0	1
0	0.0	1
368	0.0	0
208	0.0	0
105	0.0	0
0	0.0	1
314	0.0	0
0	0.0	1
0	0.0	1
182	0.0	0
227	0.0	0
262	0.0	0
105	0.0	0
88	0.0	0
0	0.0	1
0	0.0	1
1453	0.0	0
1030	0.05	0
30	0.0	0
45	0.0	0
0	0.0	1
0	0.0	1
2274	0.0	0
1340	0.0	0
0	0.0	1
215	0.02	0
256	0.0	0
383	0.0	0
211	0.0	0
44	0.0	0
0	1.0	0
45	0.0	0
37	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
0	0.0	1
317	0.0	0
0	0.0	1
756	0.0	0
329	0.0	0
212	0.0	0
0	0.0	1
43	0.0	0
415	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
0	0.0	1
328	0.0	0
246	0.0	0
0	0.0	1
0	0.0	1
15876	0.0	0
44	0.0	0
946	0.0	0
0	0.0	1
0	0.0	1
275	0.0	0
0	0.0	1
194	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
147	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
320	0.0	0
0	0.0	1
0	0.0	1
347	0.0	0
247	0.0	0
44	0.0	0
222	0.0	0
0	0.0	1
735	0.0	0
30	0.0	0
28	0.0	1
308	0.0	0
329	0.0	0
0	0.0	0
0	0.0	1
59	0.0	0
770	0.0	0
0	0.0	1
297	0.0	0
45	0.0	0
202	0.0	0
229	0.0	0
241	0.0	0
0	0.0	1
1548	0.0	0
1058	0.0	0
0	0.0	1
30	0.0	0
188	0.0	0
0	0.0	1
43	0.0	0
141	0.0	0
0	0.0	1
1770	0.0	0
1032	0.0	1
2900	0.0	0
187	0.0	0
0	1.0	1
0	0.0	1
705	0.0	0
394	0.0	0
1191	0.03	0
297	0.0	0
289	0.0	0
220	0.0	0
0	0.0	1
0	0.0	1
105	0.0	0
0	0.79	0
0	0.0	1
9	0.0	0
0	1.0	1
250	0.0	0
0	0.0	1
347	0.0	0
0	0.0	1
297	0.0	0
0	0.0	1
189	0.0	0
0	1.0	0
222	0.0	0
0	0.0	1
0	0.0	1
44	0.0	0
0	1.0	0
191	0.0	0
3174	0.0	0
189	0.0	0
44	0.0	0
12456	0.0	0
309	0.0	0
121	0.0	0
0	1.0	1
45	0.0	0
0	0.0	1
43	0.0	0
0	0.0	1
312	0.0	0
0	1.0	1
501760	0.0	0
0	0.81	0
0	0.0	1
46	0.0	0
147	0.0	0
232	0.0	0
0	0.0	1
0	0.0	1
1077	0.0	0
192	0.0	0
0	0.0	1
35	0.0	0
144	0.0	0
0	0.0	1
213	0.0	0
323	0.0	0
220	0.0	0
402	0.0	0
300	0.0	0
0	1.0	1
0	1.0	1
8	0.0	0
0	0.0	1
234	0.0	0
0	0.0	1
183	0.0	0
299	0.0	0
0	0.0	0
275	0.0	0
0	0.02	0
153	0.0	0
0	0.0	1
0	0.0	1
0	0.0	1
520	0.0	1
333	0.0	0
0	0.0	1
248	0.0	0
263	0.0	0
0	0.0	1
236	0.0	0
285	0.0	0
321	0.0	0
218	0.76	0
160	0.0	0
0	0.97	0
0	0.0	1
0	0.0	1
0	1.0	1
2222	0.0	0
305	0.0	0
0	0.0	1
319	0.0	0
334	0.0	0
0	0.0	1
303	0.0	0
0	1.0	1
243	0.0	0
266	0.0	0
0	0.0	1
1950	0.0	0
145	0.0	0
0	0.0	1
365	0.0	0
30	0.0	0
46	0.0	0
320	0.0	0
0	1.0	1
0	0.0	1
0	0.0	1
0	0.0	1
951	0.0	0
225	0.02	0
320	0.0	0
292	0.0	0
0	0.0	1
0	0.0	1
0	0.56	0
0	0.0	1
45	0.0	0
341	0.0	0
306	0.0	0
516	0.0	0
145	0.0	0
382	0.01	0
0	0.0	0
1352	0.0	0
105	0.0	0
9	0.0	0
0	0.0	1
315	0.0	0
1694	0.0	0
3947	0.0	0
244	0.0	0
303	0.0	0
0	0.0	1
188	0.0	0
30	0.0	0
0	0.0	1
298	0.0	0
0	0.0	1
0	0.0	1
239	0.0	0
310	0.0	0
215	0.0	0
1032	0.0	1
0	1.0	1
88382	0.0	0
226	0.0	0
0	0.0	1
284	0.0	0
0	1.0	1
0	0.0	1
0	0.0	1
247	0.0	0
0	0.0	1
567	0.0	0
211	0.0	0
146	0.0	0
1443	0.0	0
0	0.0	1
0	0.91	0
0	0.0	1
206	0.0	0
45	0.0	0
0	0.0	1
213	0.0	0
224	0.0	0
0	0.03	0
0	0.0	1
0	1.0	1
233	0.0	0
44	0.0	0
